Compte ,Client ,Secteurs Statistique,Catégorie,Secteurs clients,Consolidation Client,Gouvernorat
390010,ECOLE PREPARATOIRE IBN ROCHD NADHOR,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE IBN ROCHD NADHOR,ZAGHOUAN
390060,ECOLE PREPARATOIRE SBIKHA,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE SBIKHA,KAIROUAN
390070,MINISTERE DE L'INTERIEUR ET DEVELOPPEMENT LOCAL TUNIS,ADMINISTRATION GAZ,ADMINISTRATION,MIN.INTER.DEV.LOC.,MINISTERE DE L'INTERIEUR ET DEVELOPPEMENT LOCAL TUNIS,TUNIS
390080,MONCEF MAROUANI S/S AGIL Z.I CITE ENNOUZHA-GAAFOUR,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,MONCEF MAROUANI,SILIANA
390102,S.N.C.F.T 67 AVENUE FARHAT HACHED TUNIS,TRANSPORT,TRANSPORT,TRANSPORT,SNCFT,TUNIS
390110,"ZOHRA BENT AHMED FRIKHA EPOUSE MOHAMED KCHAOU 28,RUE EL KRAMED EL HAFSIA - TUNIS",REVENDEVEUR,REVENDEVEUR,REVENDEVEUR,ZOHRA BENT AHMED FRIKHA EPOUSE MOHAMED KCHAOU,TUNIS
390270,VESTRALIA ZONE INDUSTRIELLE EL ALIA,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,VESTRALIA,BIZERTE
390340,ISMAIL BEN OTHMAN KARAOUILI S/S ESSO GAFSA,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,ISMAIL BEN OTHMAN KARAOUILI,GAFSA
390380,LYCEE PILOTE KAIROUAN DAR EL AMEN KAIROUAN,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,LYCEE PILOTE KAIROUAN DAR EL AMEN,KAIROUAN
390390,HOPITAL NEBER NEBER,ADMINISTRATION GAZ,ADMINISTRATION,MIN.SANTE PUB.,HOPITAL NEBER,LE KEF
390650,LES CIMENTS PORTLAND BAIE DE SABRA BIZERTE,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,LES CIMENTS PORTLAND,BIZERTE
390781,LYCEE ALI ZOUAOUI HAJEB EL AYOUN,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,LYCEE ALI ZOUAOUI HAJEB EL AYOUN,KAIROUAN
390790,PRISON DE TUNIS A MORNAGUIA DIRECTION GENERALE DES PRISONS,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,PRISON DE TUNIS A MORNAGUIA,MANOUBA
390810,LYCEE SECONDAIRE IBN CHARAF ZRIBA - ZAGHOUAN,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,LYCEE SECONDAIRE IBN CHARAF ZRIBA,ZAGHOUAN
390830,ECOLE PREPARATOIRE NEBBER GOUVERNORAT DU KEF,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE NEBBER,LE KEF
390840,LE PETIT MOUSSE ROUTE DE LA CORNICHE - BIZERTE,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,LE PETIT MOUSSE,BIZERTE
390870,HAMMADI M'HAT MENZEL HAMZA - BOUMARDES (GOUVERN DE MAHDIA,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,HAMMADI M'HAT,MAHDIA
390960,HAMMADI M'HAT MENZEL HAMZA BOUMARDES,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,HAMMADI M'HAT,MAHDIA
391160,CENTRE DE FORMATION PROFESSIONNELLE AGRICOLE TESTOUR,EDUCATION NATIONALE,ADMINISTRATION,MIN. DE LA F.P ET DE L'EMPLOI,CENTRE DE FORMATION PROFESSIONNELLE AGRICOLE TESTOUR,BEJA
391170,CENTRE SECTORIEL DE FORMATION PROFESSIONNELLE AGRICOLE JOUGAR EL FAHS,EDUCATION NATIONALE,ADMINISTRATION,MIN. DE LA F.P ET DE L'EMPLOI,CENTRE SECTORIEL DE FORMATION PROFESSIONNELLE AGRICOLE JOUGAR EL FAHS,ZAGHOUAN
391200,ISET ROUTE DE SMINJA ZAGHOUAN,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,ISET,ZAGHOUAN
391210,RESTAURANT HANNABAAL ROUTE DAHMANI BOULIFA LE KEF,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,RESTAURANT HANNABAAL,LE KEF
391220,FOYER UNIVERSITAIRE DE L'ISET ROUTE DAHMANI BOULIFA LE KEF,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,FOYER UNIVERSITAIRE DE L'ISET,LE KEF
391230,INSTITUT SUPERIEUR DES ETUDES TECHNOLOGIQUES (ISET) ROUTE DAHMANI BOULIFA LE KEF,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,INSTITUT SUPERIEUR DES ETUDES TECHNOLOGIQUES (ISET),LE KEF
391310,SLAHEDDINE AYACHI ZONE INDUSTRIELLE LE KEF,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SLAHEDDINE AYACHI,LE KEF
391390,CENTRE INTEGRE DE LA JEUNESSE ET DE L'ENFANCE BORJ EL AMRI,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,CENTRE INTEGRE DE LA JEUNESSE ET DE L'ENFANCE BORJ EL AMRI,ARIANA
391400,"HOTEL SAHARIEN DOUZ Z TOURISTIQUE HOTEL L'OASIS AV, H THAMEUR PLAGE GABES SUD",HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL SAHARIEN DOUZ,KEBILI
391420,SOTACID ZAGHOUAN AVENUE GEORGE ZIDANE Z.I ZAGHOUAN,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOTACID,ZAGHOUAN
391440,JAMEL SOUILHI N 7 RUE BEN AIM BAB-SOUIKA TUNIS,REVENDEVEUR,REVENDEVEUR,REVENDEVEUR,JAMEL SOUILHI,TUNIS
391450,LYCEE SAOUAF ZAGHOUAN,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,LYCEE SAOUAF,ZAGHOUAN
391480,"ALI BEN MOHAMED BEN SOULA CITE LATIF BLOC ""E"" EL MENZAH7 TUNIS",INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,ALI BEN MOHAMED BEN SOULA,ARIANA
391540,"SOCIETE NEAPOLIS 29,RUE SIDI ALI AZZOUZ - NABEUL",DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE NEAPOLIS,NABEUL
391550,MOHAMED MNIF BP 90 SIDI ABBES SFAX,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,MOHAMED MNIF,SFAX
391560,SOCIETE DE GALVANISATION ET DE TRANSFORMATION DES METAUX ZONE INDUSTRIELLE D'EL FAHS,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE DE GALVANISATION ET DE TRANSFORMATION DES METAUX,ZAGHOUAN
391590,GOUVERNERAT DE ZAGHOUAN ZAGHOUAN,ADMINISTRATION GAZ,ADMINISTRATION,MIN.INTER.DEV.LOC.,GOUVERNERAT DE ZAGHOUAN,ZAGHOUAN
391720,"RESTAURANT UNIVERSITAIRE EZZAYATINE ROUTE DE LA SOUKRA KM 3,5 SFAX",EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,RESTAURANT UNIVERSITAIRE EZZAYATINE,SFAX
391730,CENTRE D'ACTION EDUCATIVE DE GAMMARTH GAMMARTH,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.JUSTICE DROITS HOMME,CENTRE D'ACTION EDUCATIVE DE GAMMARTH,TUNIS
391760,MELLE AZIZA EL KATEB HAMMAMET,DIVERS GAZ,DIVERS GAZ,DIVERS GAZ,MELLE AZIZA EL KATEB,NABEUL
391780,MOHTEDI EL KATEB HOTEL MEDITERRANEE HAMMAMET,DIVERS GAZ,HOTELS-RESTAURANTS,DIVERS GAZ,HOTEL MEDITERRANEE,NABEUL
391790,FOYER UNIVERSITAIRE - EZZOUHOUR EZZOUHOUR,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,FOYER UNIVERSITAIRE - EZZOUHOUR,TUNIS
391820,ABDESSALEM SOLTANE S/S CARBURATION AUTO KAIROUAN GP2 ROUTE DE TUNIS KAIROUAN,GPL C,GPL C,GPL C,KAIROUAN     ,KAIROUAN
391830,HOTEL HASDRUBAL THALASSA PRESTIGE ZONE TOURISTIQUE DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL HASDRUBAL THALASSA,MEDENINE
391840,TURKIA BENT SADOK OULED H'MED RUE.ALI BELHOUANE EL ALA KAIROUAN,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,TURKIA BENT SADOK OULED H'MED,KAIROUAN
391850,TURKIA BENT SADOK OULED H'MED RUE.ALI BELHOUANE EL ALA KAIROUAN,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,TURKIA BENT SADOK OULED H'MED,KAIROUAN
391860,SOCIETE ZID EL FOUDHAYLI ET FILS RUE 2MARS 1934- TATAOUINE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE ZID EL FOUDHAYLI ET FILS,TATAOUINE
391880,ISET AV DE L'ENVIRONNEMENT ROUTE DE TUNIS B.P 244 BEJA AV DE L'ENVIRONNEMENT RTE DE TUNIS B.P244BEJA,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,ISET,BEJA
391890,RESTAURANT UNIVERSITAIRE AV DE L'ENVIRONNEMENT ROUTE DE TUNIS BEJA,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,RESTAURANT UNIVERSITAIRE DE L'ISET,BEJA
391900,BASE AERIENNE GABES,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,BASE AERIENNE GABES,GABES
391920,"CHAKER BEN BELGACEM DHAOUI 29,RUE MED ALI CITE EL KHADRA SIDI BOUZID",DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,CHAKER BEN BELGACEM DHAOUI,SIDI BOUZID
391930,"HASSEN CHARNI 67,RUE KAIS IBN EL ASS TUNIS",DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,HASSEN CHARNI,MANOUBA
391970,SOCIETE DES EMBALLAGES DU SUD ZONE INDUSTRIELLE EL HENCHA 3010 SFAX,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE DES EMBALLAGES DU SUD,SFAX
391980,FRIGUIA ANIMAL PARK HOTEL EL KANTA PORT EL KANTAOUI B.P23 SOUSSE,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,FRIGUIA ANIMAL PARK,SOUSSE
392000,TAIEB BEN BOUKHARI OUERGHI TEBOURSOUK,DIVERS GAZ,DIVERS GAZ,DIVERS GAZ,TAIEB BEN BOUKHARI OUERGHI,BEJA
392010,PRISON CIVILE BORJ EL AMRI EL FEJJA,ADMINISTRATION GAZ,ADMINISTRATION,MIN.JUSTICE DROITS HOMME,PRISON CIVILE BORJ EL AMRI EL FEJJA,ARIANA
392050,FOYER UNIVERSITAIRE - ROUTE MENZEL ABDERRAHMEN BIZERTE ROUTE MENZEL ABDERRAHMEN BIZERTE,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,FOYER UNIVERSITAIRE,BIZERTE
392230,I TU CY 28 RUE DE LA CHIMIE Z I MEGRINE,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,I TU CY,NABEUL
392240,"SOCIETE HANNIBAL DE COMMERCE (SOHACOM) AV,HABIB BUORGUIBA MENZEL ENNOUR",DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE HANNIBAL DE COMMERCE (SOHACOM),MONASTIR
392250,BRITISH GAZ TUNISIA ANNIBAL B.G TU LIMITED.IMP.LAC CONSTB.P60 BERGESDULAC,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,BRITISH GAZ TUNISIA,SFAX
392270,"SOCIETE HANNIBAL DE COMMERCE (SOHACOM) AV,HABIB BUORGUIBA MENZEL ENNOUR",DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE HANNIBAL DE COMMERCE (SOHACOM),MONASTIR
392410,SOCIETE MAGUDVI INDUSTRIELLE ZONE INDUSTRIELLE EL HENCHA SFAX,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE MAGUDVI INDUSTRIELLE,SFAX
392430,ECOLE PREPARATOIRE 7 NOVEMBRE 1987 HAMMAM ZRIBA ZAGHOUA,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE 7 NOVEMBRE 1987 HAMMAM ZRIBA,ZAGHOUAN
392450,ECOLE PREPARATOIRE ROUTE DE TUNIS MATEUR ROUTE DE TUNIS MATUER,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE MATEUR,BIZERTE
392460,SOCIETE ELECTRO KNAZ STATION SERVICE AGIL HAMMAM SOUSSE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE ELECTRO KNAZ,SOUSSE
392461,SOCIETE ELECTRO KNAZ STATION SERVICE AGIL HAMMAM SOUSSE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE ELECTRO KNAZ,SOUSSE
392470,"SOCIETE HANNIBAL DE COMMERCE (SOHACOM) AV,HABIB BUORGUIBA MENZEL ENNOUR",DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE HANNIBAL DE COMMERCE (SOHACOM),MONASTIR
392500,CENTRE SECTORIEL DE PREFORMATION DES JEUNES FOOTBALLEURS COMPLEXE SPORTIF DU 7 NOVEMBRE LE KEF,EDUCATION NATIONALE,ADMINISTRATION,MIN.EDUC.,CENTRE SECTORIEL DE PREFORMATION DES JEUNES FOOTBALLEURS,BIZERTE
392540,PRISON CIVILE DE BIZERTE BIZERTE VILLE,ADMINISTRATION GAZ,ADMINISTRATION,MIN.JUSTICE DROITS HOMME,PRISON CIVILE DE BIZERTE,BIZERTE
392560,ECOLE PREPARATOIRE DE BIR EL OUESFANE BIR EL OUESFANE CHERARADA - KAIROUAN,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE DE BIR EL OUESFANE,KAIROUAN
392570,"ECOLE PREPARATOIRE 9,AVRIL 1938 EL MAGREN - ZAGHOUAN EL MAGREN ZAGHOUAN",COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,"ECOLE PREPARATOIRE 9,AVRIL 1938 EL MAGREN",ZAGHOUAN
392590,AMEN SERVICE GAZ STATION SERVICE CARBURATION AUTO RTE DE GABES KM4 CEINTURE CITE ELHABIB SFAX,GPL C,GPL C,GPL C,CITE EL HABIB - SFAX GPL,SFAX
392610,RESTAURANT LE SPORT NAUTIQUE AVENUE HABIB BOURGUIBA BIZERTE,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,RESTAURANT LE SPORT NAUTIQUE,BIZERTE
392620,PRISON CIVILE MESSAADINE SOUSSE MESSAADINE - SOUSSE,ADMINISTRATION GAZ,ADMINISTRATION,MIN.JUSTICE DROITS HOMME,PRISON CIVILE MESSAADINE,SOUSSE
392630,INSTITUT NATIONAL DE LA PEDAGOGIE ET DE LA FORMATION CONTINUE AGRICOLE SIDI THABET,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN. DE LA F.P ET DE L'EMPLOI,INSTITUT NATIONAL DE LA PEDAGOGIE ET DE LA FORMATION CONTINUE AGRICOLE SIDI THABET,ARIANA
392640,VILLAGE D'ENFANTS S.O.S DE SILIANA ROUTE GAAFOUR SILIANA,DIVERS GAZ,DIVERS GAZ,DIVERS GAZ,VILLAGE D'ENFANTS S.O.S,SILIANA
392650,HOTEL SIDI SALEM RTE DE LA CORNICHE BIERTE BIZERTE,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL SIDI SALEM,BIZERTE
392670,SOCIETE MEDITERRANEAN UNITED INDUSTRIES MEDITERRANEAN UNITED INDUS RTE JEMMEL MOKNINE,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE MEDITERRANEAN UNITED INDUSTRIES,MAHDIA
392700,INTERNAT PRIMAIRE MATEUR _ BIZERTE RUE PASTEUR MATEUR _ BIZERTE,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,INTERNAT PRIMAIRE MATEUR,BIZERTE
392750,SOCODIPP 315 CITE ERRAYAHINE AP.B EL MANAR3 - TUNIS,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCODIPP,ZAGHOUAN
392760,"MOHAMED LAHBIB KASTOURI 7,RUE BIR HAKIM CITE OUVRIERES _ ZARZOUNA",DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,MOHAMED LAHBIB KASTOURI,BIZERTE
392770,LYCEE SECONDAIRE UTIQUE UTIQUE,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,LYCEE SECONDAIRE UTIQUE,BIZERTE
392780,VALTUR HOTEL ZONE TOURIS B.P204,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL VALTUR,MEDENINE
392790,HOTEL EL MOURADI TOZEUR HOTEL EL MOURADI PORT EL KANTAOUI SOUSSE,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL EL MOURADI,TOZEUR
392800,HOTEL SAFIRA PALMS ZARZIS 154.AVENUE DU KOWEIT HAMMAMET,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL SAFIRA PALMS,MEDENINE
392810,"SOCODIPP 315,CITE ERRAYAHINE AP.B EL MANAR 3 TUNIS",DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCODIPP,ZAGHOUAN
392830,SOCIETE SIREP PREFA ROUTE DE GABES KM.86 SKHIRA,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE SIREP PREFA,SFAX
392840,COLLEGE PREPARATOIRE PILOTE FARHAT HACHED COLLEGE PREPA PILOTE FARHAT HACHED BIZERTE,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,COLLEGE PREPARATOIRE PILOTE FARHAT HACHED,BIZERTE
392850,ECOLE PREPARATOIRE DAR EL JAMIIA KAIROUAN ECOLE PREPARATOIRE DAR EL JAMIIA KAIROUAN,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE DAR EL JAMIIA,KAIROUAN
392860,MOHAMED NEJIB TORCHANI ZONE INDUSTRIELLE BOUSALEM - JENDOUBA,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,MOHAMED NEJIB TORCHANI,JENDOUBA
392870,SADOK BEN DHIA [STATION SERVICE CARBURATION AUTO] SIDI BENNOUR MONASTIR,GPL C,GPL C,GPL C,SIDI BENNOUR,MONASTIR
392880,INSTITUT DES METIERS DE L'EDUCATION ET DE LA FORMATION _ SFAX ROUTE DE TUNIS KM 0.5 _SFAX,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,INSTITUT DES METIERS DE L'EDUCATION ET DE LA FORMATION,SFAX
392890,INSTITUT DES METIERS DE L'EDUCATION ET DE LA FORMATION _ SFAX ROUTE DE TUNIS KM 0.5 _SFAX,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE NEW_STAR,TUNIS
392900,HZEMI MABROUK S/S CARBURATION AUTO GABES S/S CARBURATION AUTO ZI BOUCHEMMA GABES,GPL C,GPL C,GPL C,GABES GPL*,GABES
392910,SOCIETE EL WIFAK DE DISTRIBUTION ZONE INDUSTRILLE ENFIDHA SOUSSE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE EL WIFAK DE DISTRIBUTION,SOUSSE
392920,SOCIETE EL WIFAK DE DISTRIBUTION ZONE INDUSTRILLE ENFIDHA SOUSSE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE EL WIFAK DE DISTRIBUTION,SOUSSE
392950,SOCIETE HASSINE TEKA ET FILS 02 RUE EL FADHILINE TEBOULBA,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE HASSINE TEKA ET FILS,MONASTIR
392970,CITE UNIVERSITAIRE DE TOZEUR AVENUE ABOU EL KACEM CHABBI TOZEUR,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,CITE UNIVERSITAIRE DE TOZEUR,TOZEUR
393000,FOYER UNIVERSITAIRE DE L'ISET BEJA AVENUE DE L'ENVIRONNEMENT BEJA,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,FOYER UNIVERSITAIRE DE L'ISET,BEJA
393010,MEDICA MEDITERRANEE ZONE INDUSTRIELLE MENZEL JEMIL BIZERTE,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,MEDICA MEDITERRANEE,BIZERTE
393010,MIDIAL MEDITERRANEE ZONE INDUSTRIELLE MENZEL JEMIL BIZERTE,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,MEDICA MEDITERRANEE,BIZERTE
393050,LASSAD TAOUAI CITE EL FATH NOUVELLE MATMATA,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,LASSAD TAOUAI,GABES
393060,HOTEL LA FORET BP. 98 AIN DRAHAM,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL LA FORET,JENDOUBA
393070,MINISTERE DE LA DEFENSE NATIONALE HOPITALE MILITAIRE DE BIZERTE RUE PASTEUR BAB MATEUR B.P 83 BIZERTE,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,HOPITALE MILITAIRE DE BIZERTE,BIZERTE
393090,BRIGADE D'INTERVENTION GENRALE MORNAGUIA,ADMINISTRATION GAZ,ADMINISTRATION,MIN.INTER.DEV.LOC.,BRIGADE D'INTERVENTION GENRALE MORNAGUIA,MANOUBA
393100,SOCIETE TECFIBER ZONE FRANCHE MENZEL BOURGUIBA BIZERTE,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE TECFIBER,BIZERTE
393350,PRISON CIVILE KEBILI ROUTE BAZMA KEBILI,ADMINISTRATION GAZ,ADMINISTRATION,MIN.JUSTICE DROITS HOMME,PRISON CIVILE KEBILI,KEBILI
393360,VILLAGE D'ENFANTS S.O.S MAHRES MAHRES,DIVERS GAZ,DIVERS GAZ,DIVERS GAZ,VILLAGE D'ENFANTS S.O.S,SFAX
393370,INSTITUT SUPERIEUR DES SCIENCES HUMAINES_JENDOUBA INST SUPERIEUR DES SCIENCES HUMAINES_JENDOUBA,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,INSTITUT SUPERIEUR DES SCIENCES HUMAINES,JENDOUBA
393390,ACADEMIE MILITAIRE (CUISINE) FONDOUK -JEDID,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,ACADEMIE MILITAIRE (CUISINE) FONDOUK -JEDID,NABEUL
393420,ANOUAR BEN MOHAMED JERY RTE DE TATAOUINE BEN GUERDANE OUEST MEDENINE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,ANOUAR BEN MOHAMED JERY,MEDENINE
393430,NOUVELLE SOCIETE GENERALE INDUSTRIELLE (N S G I ) Z.I CHARGUIA RUE.N 8600 N 82 B.P 58 TUNIS,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,NOUVELLE SOCIETE GENERALE INDUSTRIELLE (N S G I ),BIZERTE
393440,GERANCE DIRECTE MOURAD ANAN S/S AGIL.GAZ SOUK EL AHAD SOUSSE STATION SERVICE AGIL G P L SOUK LAHAD SOUSSE,GPL C,GPL C,GPL C,S. LAHED .S,SOUSSE
393440,S/S AGIL SOUK EL AHAD SOUSSE (GERANCE DIRECTE) STATION SERVICE AGIL G P L SOUK LAHAD SOUSSE,GPL C,GPL C,GPL C,S. LAHED .S,SOUSSE
393460,HOTEL JERBA HOLIDAY DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL JERBA HOLIDAY,MEDENINE
393470,SOCIETE GOING S.R.L B.P 106 ROUTE EL MANSOURA KELIBIA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL ILIADE JERBA,NABEUL
393480,"CENTRE DE FORMATION DE RROMOTION DU TRAVAIL INDEPENDANT AV,FARHAT HACHED ETTADHAMEN BP 659",COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN. DE LA F.P ET DE L'EMPLOI,CENTRE DE FORMATION DE RROMOTION DU TRAVAIL INDEPENDANT,ARIANA
393500,CASERNE DE CAMP ZAAROUR ROUTE DE MATEUR MENZEL BOURGUIBA,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,CASERNE DE CAMP ZAAROUR,BIZERTE
393510,MESS DES OFFICIERS DE LA BASE AERIENNE SIDI AHMED BIZERTE,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,MESS DES OFFICIERS DE LA BASE AERIENNE SIDI AHMED,BIZERTE
393521,HOTEL JOYA PARADISE ROUTE TOURISTIQUE MIDOUNE,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL JOYA PARADISE,MEDENINE
393540,ETABLISSEMENT JOMAA ET FILS 91.AVENUE DE LA REPUBLIQUE M'SAKEN SOUSSE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,ETABLISSEMENT JOMAA ET FILS,SOUSSE
393550,SOCIETE ELECTRO KNAZ STATION SERVICE AGIL HAMMAM SOUSSE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE ELECTRO KNAZ,SOUSSE
393560,TURKIA BENT SADOK OULED H'MED RUE.ALI BELHOUANE EL ALA KAIROUAN,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,TURKIA BENT SADOK OULED H'MED,KAIROUAN
393590,SOCIETE CHARFI 1.RUE SABRA KAIROUAN,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE CHARFI,KAIROUAN
393600,CASERNE EL HAMMA ROUTE DE KEBILI CASERNE EL HAMMA ROUTE DE KEBILI,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,CASERNE EL HAMMA,GABES
