Compte ,Client ,Secteurs clients,Consolidation Client,AME
477652,RESTAURANT UNIVERSITAIRE  SIDI BOUZID,ADMINISTRATION,RESTAURANT UNIVERSITAIRE  SIDI BOUZID,MIN.ENS.SUP.RECH.SC.
477662,MUNICIPALITE  FAIEDH BENNOUR,ADMINISTRATION,MUNICIPALITE  FAIEDH BENNOUR,MIN.INTER.DEV.LOC.
477672,MUNICIPALITE  HKAIMA,ADMINISTRATION,MUNICIPALITE  HKAIMA,MIN.INTER.DEV.LOC.
560011,MIN.EQUIP.HAB.AMEN.TERR.D. A. F.,ADMINISTRATION,D. A. F.                                   ,MIN.EQUIP.HAB.AMEN.TERR.
560022,MIN.EQUIP.HAB.AMEN.TERR.  DIRECTION GENERALE DE L'AMENAGEMENT DU TERRI,ADMINISTRATION,  DIRECTION GENERALE DE L'AMENAGEMENT DU TERRI,MIN.EQUIP.HAB.AMEN.TERR.
560032,MIN.EQUIP.HAB.AMEN.TERR.UNITE DE REALISATION DE LA CITE OLYMPIQUE 0,ADMINISTRATION,UNITE DE REALISATION DE LA CITE OLYMPIQUE 0,MIN.EQUIP.HAB.AMEN.TERR.
560042,MIN.EQUIP.HAB.AMEN.TERR.  UNITE DES LOGEMENTS SOCIAUX,ADMINISTRATION,  UNITE DES LOGEMENTS SOCIAUX,MIN.EQUIP.HAB.AMEN.TERR.
560062,MIN.EQUIP.HAB.AMEN.TERR.SUBD.CONSTRUCTION  TUNIS 2,ADMINISTRATION,SUBD.CONSTRUCTION  TUNIS 2,MIN.EQUIP.HAB.AMEN.TERR.
560082,MIN.EQUIP.HAB.AMEN.TERR.SUBD.CONST.TUNIS 4,ADMINISTRATION,SUBD.CONST.TUNIS 4,MIN.EQUIP.HAB.AMEN.TERR.
560102,MIN.EQUIP. DIRECTION REGIONALE DE L'EQUIPEMENT,ADMINISTRATION,DIRECTION REG.DE L'EQUIP.ET DE L'HABITAT DE,MIN.EQUIP.HAB.AMEN.TERR.
560112,MIN.EQUIP.HAB.AMEN.TERR.DIR.GLE. DES SCES AER.ET MARITIMES,ADMINISTRATION,DIR.GLE. DES SCES AER.ET MARITIMES         ,MIN.EQUIP.HAB.AMEN.TERR.
560122,MIN.TECH.COMM.TRANSP.LA POSTE TUNISIENNE-DIRECTION REG.DE MANOUB,ADMINISTRATION,LA POSTE TUNISIENNE-DIRECTION REG.DE MANOUB,MIN.TECH.COMM.
560132,MIN.EMPLOICENTRE SECT .DE FORMATION EN TRANSPORT ET L,ADMINISTRATION,CENTRE SECT .DE FORMATION EN TRANSPORT ET L,MIN.EMPLOI
560152,MIN.EQUIP.HAB.AMEN.TERR.D.G.S.A.M,ADMINISTRATION,D.G.S.A.M,MIN.EQUIP.HAB.AMEN.TERR.
560162,MIN.EQUIP.HAB.AMEN.TERR.DIR.REG.EQUIP.HAB.AMEN.TERR.,ADMINISTRATION,DIR.REG.EQUIP.HAB.AMEN.TERR.,MIN.EQUIP.HAB.AMEN.TERR.
560171,MIN.EQUIP.HAB.AMEN.TERR.SUBD P C,ADMINISTRATION,SUBD P C,MIN.EQUIP.HAB.AMEN.TERR.
560192,MIN.ENS.SUP.RECH.SC.TECH.INSTITUT SUP. DES TECHNOLOGIES MEDICALES,ADMINISTRATION,INSTITUT SUP. DES TECHNOLOGIES MEDICALES,MIN.ENS.SUP.RECH.SC.
560201,MIN.EQUIP.HAB.AMEN.TERR.DIRECTION REG. DES PONTS ET CHAUSSEES,ADMINISTRATION,DIRECTION REG. DES PONTS ET CHAUSSEES,MIN.EQUIP.HAB.AMEN.TERR.
560212,MIN.ENS.SUP.RECH.SC.TECH.INSTITUT SUP. D'INFORMATIQUE,ADMINISTRATION,INSTITUT SUP. D'INFORMATIQUE,MIN.ENS.SUP.RECH.SC.
560222,MIN.ENS.SUP.RECH.SC.TECH.INSTITUT PREP.AUX ETUDES D'INGENIEURS D'EL,ADMINISTRATION,INSTITUT PREP.AUX ETUDES D'INGENIEURS D'EL,MIN.ENS.SUP.RECH.SC.
560242,MIN.ENS.SUP.RECH.SC.TECH.ECOLE SUP.DE LA STATISTIQUE ET DE L'ANALYSE,ADMINISTRATION,ECOLE SUP.DE LA STATISTIQUE ET DE L'ANALYSE,MIN.ENS.SUP.RECH.SC.
560252,MIN.DEF.NAT.            DIRECTION GENERALE DES TRAVAUX,ADMINISTRATION,DIRECTION GENERALE DES TRAVAUX,MIN.DEF.NAT.
560262,MIN.AFF.SOC.SOLID.CENTRE D'ENCADREMENT ET D'ORIENTATION SOCIALE,ADMINISTRATION,CENTRE D'ENCADREMENT ET D'ORIENTATION SOCIALE,MIN.AFF.FEM.FAM.ENF.
560272,MIN.INTER.DEV.LOC.COMMUNE DJEBEL EL OUEST,ADMINISTRATION,COMMUNE DJEBEL EL OUEST,MIN.INTER.DEV.LOC.
560282,MIN.ENS.SUP.RECH.SC.TECH.RESTAURANT UNIVERSITAIRE ALI DOUAGI ( INSAT,ADMINISTRATION,RESTAURANT UNIVERSITAIRE ALI DOUAGI ( INSAT,MIN.ENS.SUP.RECH.SC.
560292,MIN.ENS.SUP.RECH.SC.TECH.UNIVERSITE VIRTUELLE DE TUNIS,ADMINISTRATION,UNIVERSITE VIRTUELLE DE TUNIS,MIN.ENS.SUP.RECH.SC.
560302,"MIN.AFF.SOC.SOLID.CENTRE SICIO-EDUCATIF ""ESSAND""",ADMINISTRATION,"CENTRE SICIO-EDUCATIF ""ESSAND""",MIN.AFF.FEM.FAM.ENF.
560322,MIN.EQUIP.HAB.AMEN.TERR.SCE. CONTROLEOUVRAGES D'ART,ADMINISTRATION,SCE. CONTROLEOUVRAGES D'ART,MIN.EQUIP.HAB.AMEN.TERR.
560332,MIN.INTER.DEV.LOC.GOUVERNORAT DE NABEUL- SECTEUR DE POLICE NA,ADMINISTRATION,GOUVERNORAT DE NABEUL- SECTEUR DE POLICE,MIN.INTER.DEV.LOC.
560342,MIN.TECH.COMM.TRANSP.ECOLE SUPERIEURE DES COMMUNICATIONS DE TUNI,ADMINISTRATION,ECOLE SUPERIEURE DES COMMUNICATIONS DE TUNI,MIN.TECH.COMM.
560352,MIN.INTER.DEV.LOC.GOUVERNORAT DE ZAGHOUAN- SECTEUR DE POLICE,ADMINISTRATION,GOUVERNORAT DE ZAGHOUAN- SECTEUR DE POLICE,MIN.INTER.DEV.LOC.
560362,MIN.ENS.SUP.RECH.SC. INSTITUT SUP.DE CONSTRUCTION ET D'URBANISME,ADMINISTRATION,MIN.ENS.SUP.RECH.SC. INSTITUT SUP.DE CONSTRUCTION ET D'URBANISME,MIN.ENS.SUP.RECH.SC.
560371,MIN.EQUIP.HAB.AMEN.TERR.LABORATOIRE P.C.,ADMINISTRATION,LABORATOIRE P.C.,MIN.EQUIP.HAB.AMEN.TERR.
560382,MIN.EQUIP.HAB.AMEN.TERR.DIRECTION GLE.DES SERVICES AERIENS ET MARIT,ADMINISTRATION,DIRECTION GLE.DES SERVICES AERIENS ET MARIT,MIN.EQUIP.HAB.AMEN.TERR.
560392,MIN.EQUIP.HAB.AMEN.TERR.SCE.MODERNISATION DES ROUTES,ADMINISTRATION,SCE.MODERNISATION DES ROUTES,MIN.EQUIP.HAB.AMEN.TERR.
560402,MIN.ENS.SUP.RECH.SC.TECH.ECOLE  NATIONALE D'INGENIEURS DE CARTHAGE,ADMINISTRATION,ECOLE  NATIONALE D'INGENIEURS DE CARTHAGE,MIN.ENS.SUP.RECH.SC.
560412,MIN.ENS.SUP.RECH.SC.TECH.INSTITUT SUP.DES ETUDES TECHNOLOGIQUES,ADMINISTRATION,INSTITUT SUP.DES ETUDES TECHNOLOGIQUES,MIN.ENS.SUP.RECH.SC.
560422,MIN.EDUC.FORM. ECOLE PREPARATOIRE EL AGBA,ADMINISTRATION,ECOLE PREPARATOIRE EL AGBA,MIN.EDUC.
560432,MIN.ENS.SUP.RECH.SC.TECH.INSTITUT SUP.DES ETUDES LITTERAIRES ET HUM.,ADMINISTRATION,INSTITUT SUP.DES ETUDES LITTERAIRES ET HUM.,MIN.ENS.SUP.RECH.SC.
560442,MIN.EDUC.FORM.CENTRE REG.DE L'EDUCATION ET DE LA FORMATIO,ADMINISTRATION,CENTRE REG.DE L'EDUCATION ET DE LA FORMATIO,MIN.EDUC.
560452,MIN.JUSTICE DROITS HOMMECENTRE D'ETUDES JURIDIQUES ET JUDICIAIRES,ADMINISTRATION,CENTRE D'ETUDES JURIDIQUES ET JUDICIAIRES,MIN.JUSTICE DROITS HOMME
560462,"MIN.ENS.SUP.RECH.SC.TECH.CENTRE UNIV.D'ANIM.CULT.ET SPORTIVE""IBN ABI",ADMINISTRATION,"CENTRE UNIV.D'ANIM.CULT.ET SPORTIVE""IBN ABI",MIN.ENS.SUP.RECH.SC.
560472,MIN.FIN.UNITE DE COMPENSATION DES PRODUITS DE BASE,ADMINISTRATION,UNITE DE COMPENSATION DES PRODUITS DE BASE,MIN.FIN.
560482,MIN.ENS.SUP.RECH.SC.TECH.FOYER UNIVERSITAIRE TAHER HADDED,ADMINISTRATION,FOYER UNIVERSITAIRE TAHER HADDED,MIN.ENS.SUP.RECH.SC.
560491,MIN.EQUIP.HAB.AMEN.TERR.SCE.STATION ROUTIER,ADMINISTRATION,SCE.STATION ROUTIER,MIN.EQUIP.HAB.AMEN.TERR.
560511,MIN.EQUIP.HAB.AMEN.TERR.DIRECTION GENERALE DES BATIMENTS  CIVILS,ADMINISTRATION,DIRECTION GENERALE DES BATIMENTS  CIVILS,MIN.EQUIP.HAB.AMEN.TERR.
560522,MIN.EQUIP.HAB.AMEN.TERR.SCE JURIDIQUE CONTENTIEUX,ADMINISTRATION,SCE JURIDIQUE CONTENTIEUX,MIN.EQUIP.HAB.AMEN.TERR.
560542,MIN.EQUIP.HAB.AMEN.TERR.P.C SCE CENTRAL,ADMINISTRATION,P.C SCE CENTRAL,MIN.EQUIP.HAB.AMEN.TERR.
560552,MIN.EQUIP.HAB.AMEN.TERR.SCE.ETUDES TECHNIQUES,ADMINISTRATION,SCE.ETUDES TECHNIQUES,MIN.EQUIP.HAB.AMEN.TERR.
560562,MIN.EQUIP.HAB.AMEN.TERR.DIR.REG.EQUIP.HAB.AMEN.TERR.,ADMINISTRATION,DIR.REG.EQUIP.HAB.AMEN.TERR.,MIN.EQUIP.HAB.AMEN.TERR.
560572,MIN.ENS.SUP.RECH.SC.TECH. INSTITUT SUP.SC.BIOLOGIQUES APPLIQUES,ADMINISTRATION, INSTITUT SUP.SC.BIOLOGIQUES APPLIQUES,MIN.ENS.SUP.RECH.SC.
560582,MIN.AFF.FEM.FAM.ENF. CENTRE 7 NOV. DES VACANCES ET DES LOISIRS,ADMINISTRATION,CENTRE 7 NOV. DES VACANCES ET DES LOISIRS,MIN.AFF.FEM.FAM.ENF.
560592,MIN.ENS.SUP.RECH.SC.TECH. RESTAURANT UNIV.MUSTAPHA KHERAIEF,ADMINISTRATION, RESTAURANT UNIV.MUSTAPHA KHERAIEF,MIN.ENS.SUP.RECH.SC.
560612,MIN.SANTE PUB. I.N.N,ADMINISTRATION, I.N.N,MIN.SANTE PUB.
560622,MIN.ENS.SUP.RECH.SC.TECH. FOYER UNIVERS.MOUSSA IBN NOUSSAIER,ADMINISTRATION, FOYER UNIVERS.MOUSSA IBN NOUSSAIER,MIN.ENS.SUP.RECH.SC.
560632,MIN.EQUIP.HAB.AMEN.TERR.SUBD.TRAVAUX COMMUNAUX,ADMINISTRATION,SUBD.TRAVAUX COMMUNAUX,MIN.EQUIP.HAB.AMEN.TERR.
560641,MIN.EQUIP.HAB.AMEN.TERR.DIR.REG. DE NABEUL - SCE. DES P.C,ADMINISTRATION,DIR.REG. DE NABEUL - SCE. DES P.C,MIN.EQUIP.HAB.AMEN.TERR.
560652,MIN.EQUIP.HAB.AMEN.TERR.SCE.INFRASTRUCTURE ROUTIER,ADMINISTRATION,SCE.INFRASTRUCTURE ROUTIER,MIN.EQUIP.HAB.AMEN.TERR.
560662,MIN.EQUIP.HAB.AMEN.TERR.SCE.DES TVX NEUFS ROUTIER,ADMINISTRATION,SCE.DES TVX NEUFS ROUTIER,MIN.EQUIP.HAB.AMEN.TERR.
560681,MIN.EQUIP.HAB.AMEN.TERR.ARRONDISSEMENT DE ZAGHOUAN,ADMINISTRATION,ARRONDISSEMENT DE ZAGHOUAN,MIN.EQUIP.HAB.AMEN.TERR.
560692,MIN.EQUIP.HAB.AMEN.TERR.CENTRE TECH.POUR DEV.CONSTRUCTION,ADMINISTRATION,CENTRE TECH.POUR DEV.CONSTRUCTION,MIN.EQUIP.HAB.AMEN.TERR.
560702,MIN.EQUIP.HAB.AMEN.TERR.ARROND.TUNIS SUBD.URBANISME,ADMINISTRATION,ARROND.TUNIS SUBD.URBANISME,MIN.EQUIP.HAB.AMEN.TERR.
560711,MIN.AGRIC.ENV.RESS.HYD.D G T H,ADMINISTRATION,D G T H,MIN.AGRIC.ENV.RESS.HYD.
560722,MIN.AGRIC.ENV.RESS.HYD.DGTH AMENAGEMENT FONCIER,ADMINISTRATION,DGTH AMENAGEMENT FONCIER,MIN.AGRIC.ENV.RESS.HYD.
560732,MIN.EQUIP.HAB.AMEN.TERR.ARROND. TUNIS 2,ADMINISTRATION,ARROND. TUNIS 2,MIN.EQUIP.HAB.AMEN.TERR.
560742,MIN.EQUIP.HAB.AMEN.TERR.D. S. A. M.,ADMINISTRATION,D. S. A. M.,MIN.EQUIP.HAB.AMEN.TERR.
560751,MIN.EQUIP.HAB.AMEN.TERR.SCE. DE L'EXPLOITATION DES ROUTES,ADMINISTRATION,SCE. DE L'EXPLOITATION DES ROUTES,MIN.EQUIP.HAB.AMEN.TERR.
560762,MIN.EQUIP.HAB.AMEN.TERR.E. G. T. H.,ADMINISTRATION,E. G. T. H.,MIN.EQUIP.HAB.AMEN.TERR.
560772,MIN.EQUIP.HAB.AMEN.TERR.D. A. F.,ADMINISTRATION,D. A. F.,MIN.EQUIP.HAB.AMEN.TERR.
560782,MIN.AGRIC.ENV.RESS.HYD.DGTH,ADMINISTRATION,DGTH,MIN.AGRIC.ENV.RESS.HYD.
560791,MIN.AGRIC.ENV.RESS.HYD.DGTH LABO CENTRAL,ADMINISTRATION,DGTH LABO CENTRAL,MIN.AGRIC.ENV.RESS.HYD.
560802,MIN.EQUIP.HAB.AMEN.TERR.SOUS DIRECTION GRANDS TVX.,ADMINISTRATION,SOUS DIRECTION GRANDS TVX.,MIN.EQUIP.HAB.AMEN.TERR.
560812,MIN.AGRIC.ENV.RESS.HYD.DIR.GRANDS TRAVAUX HYDRAULIQUE PROJET GAMGOUM,ADMINISTRATION,DIR.GRANDS TRAVAUX HYDRAULIQUE PROJET GAMGOUM,MIN.AGRIC.ENV.RESS.HYD.
560821,MIN.EQUIP.HAB.AMEN.TERR.SCE.INFRAST. TANSPORT,ADMINISTRATION,SCE.INFRAST. TANSPORT,MIN.EQUIP.HAB.AMEN.TERR.
560831,MIN.EQUIP.HAB.AMEN.TERR.DIR.REGIONALE DE L'EQUIPEMENT ET DE L'HABIT,ADMINISTRATION,DIR.REGIONALE DE L'EQUIPEMENT ET DE L'HABIT,MIN.EQUIP.HAB.AMEN.TERR.
560842,MIN.EQUIP.HAB.AMEN.TERR.SCE.BATIMENTS CIVILS,ADMINISTRATION,SCE.BATIMENTS CIVILS,MIN.EQUIP.HAB.AMEN.TERR.
560852,MIN.AGRIC.ENV.RESS.HYD.DGTH,ADMINISTRATION,DGTH,MIN.AGRIC.ENV.RESS.HYD.
560862,MIN.EQUIP.HAB.AMEN.TERR.DIR.REG.EQUIP.HAB.AMEN.TERR.,ADMINISTRATION,DIR.REG.EQUIP.HAB.AMEN.TERR.,MIN.EQUIP.HAB.AMEN.TERR.
560872,MIN.AGRIC.ENV.RESS.HYD.DGTH PROJET BARBARA,ADMINISTRATION,DGTH PROJET BARBARA,MIN.AGRIC.ENV.RESS.HYD.
560882,MIN.EQUIP.HAB.AMEN.TERR.PROJET BAB SOUIKA HALFAOUINE,ADMINISTRATION,PROJET BAB SOUIKA HALFAOUINE,MIN.EQUIP.HAB.AMEN.TERR.
560891,MIN.EQUIP.HAB.AMEN.TERR.DIRECTION REGIONALE DE BEN AROUS,ADMINISTRATION,DIRECTION REGIONALE DE BEN AROUS,MIN.EQUIP.HAB.AMEN.TERR.
560902,MIN.EQUIP.HAB.AMEN.TERR.PROJET MAISON DES JEUNES,ADMINISTRATION,PROJET MAISON DES JEUNES,MIN.EQUIP.HAB.AMEN.TERR.
560912,MIN.EQUIP.HAB.AMEN.TERR.DGPC S/D AFF.GENERALES,ADMINISTRATION,DGPC S/D AFF.GENERALES,MIN.EQUIP.HAB.AMEN.TERR.
560922,MIN.EQUIP.HAB.AMEN.TERR.DIRECTION DE L'URBANISME,ADMINISTRATION,DIRECTION DE L'URBANISME,MIN.EQUIP.HAB.AMEN.TERR.
560932,MIN.EQUIP.HAB.AMEN.TERR.DGPC UNITE DE REALISATION DE L'AUTOROUTE,ADMINISTRATION,DGPC UNITE DE REALISATION DE L'AUTOROUTE,MIN.EQUIP.HAB.AMEN.TERR.
560942,MIN.EQUIP.HAB.AMEN.TERR.DIR.DE L'UNITE DE L'AMENAGEMENT DES ROUTES,ADMINISTRATION,DIR.DE L'UNITE DE L'AMENAGEMENT DES ROUTES,MIN.EQUIP.HAB.AMEN.TERR.
560952,MIN.AFF.FEM.FAM.ENF. OBSERVATOIR DES DROITS DE L'ENFANT,ADMINISTRATION,OBSERVATOIR DES DROITS DE L'ENFANT,MIN.AFF.FEM.FAM.ENF.
560962,MIN.AFF.JEUN.SPTS. OBSERVATOIRE NAT.DU SPORT,ADMINISTRATION,OBSERVATOIRE NAT.DU SPORT,MIN.JEUN.SPORTS EDUC.PHYS.
560972,MIN.ENS.SUP.RECH.SC.TECH. INSTITUT SUP.LANGUES APPLIQUEES ET INFORM.,ADMINISTRATION, INSTITUT SUP.LANGUES APPLIQUEES ET INFORM.,MIN.ENS.SUP.RECH.SC.
560982,MIN.ENS.SUP.RECH.SC.TECH. INSTITUT SUP.DES SC.TECHNOL.ET ENV.,ADMINISTRATION, INSTITUT SUP.DES SC.TECHNOL.ET ENV.,MIN.ENS.SUP.RECH.SC.
560992,PRESIDENCE DE LA REPUBLIQUE COMITE DES ELECTIONS PRESIDENTIELLES,ADMINISTRATION,COMITE DES ELECTIONS PRESIDENTIELLES,PREMIER MINISTERE
561012,MIN.AGRIC.ENV.RESS.HYD.REGIE DU MATERIEL DE TERRASSEMENT AGRICOLE,ADMINISTRATION,REGIE DU MATERIEL DE TERRASSEMENT AGRICOLE,MIN.AGRIC.ENV.RESS.HYD.
561022,MIN.AGRIC.ENV.RESS.HYD.DIR.GLE.PROD.AGRIC.,ADMINISTRATION,DIR.GLE.PROD.AGRIC.,MIN.AGRIC.ENV.RESS.HYD.
561032,MIN.AGRIC.ENV.RESS.HYD.DIR.GLE.DES BARRAGES - BARRAGE ABID -,ADMINISTRATION,DIR.GLE.DES BARRAGES - BARRAGE ABID -,MIN.AGRIC.ENV.RESS.HYD.
561042,MIN.AGRIC.ENV.RESS.HYD.PROJET DRI / GRN ( CRDA ZAGHOUAN ),ADMINISTRATION,PROJET DRI / GRN ( CRDA ZAGHOUAN ),MIN.AGRIC.ENV.RESS.HYD.
561052,MIN.AGRIC.ENV.RESS.HYD.PROJET DRI / GRN ( CRDA NABEUL ),ADMINISTRATION,PROJET DRI / GRN ( CRDA NABEUL ),MIN.AGRIC.ENV.RESS.HYD.
561062,MIN.AGRIC.ENV.RESS.HYD.AGENCE DE PROMOTION DES INVESTISSEMENTS AGR,ADMINISTRATION,AGENCE DE PROMOTION DES INVESTISSEMENTS AGR,MIN.AGRIC.ENV.RESS.HYD.
561072,MIN.AGRIC.ENV.RESS.HYD.C.R.D.A LA MANOUBA,ADMINISTRATION,C.R.D.A. DE LA MANOUBA,MIN.AGRIC.ENV.RESS.HYD.
561082,MIN.AGRIC.ENV.RESS.HYD.DIR.GLE.DU FINANCEMENT ET DES ENCOURAGEMENT,ADMINISTRATION,DIR.GLE.DU FINANCEMENT ET DES ENCOURAGEMENT,MIN.AGRIC.ENV.RESS.HYD.
561092,MIN.AGRIC.ENV.RESS.HYD.CENTRE DE FORM. PROF.AGRICOLE DE BEN AROUS,ADMINISTRATION,CENTRE DE FORM. PROF.AGRICOLE DE BEN AROUS,MIN.AGRIC.ENV.RESS.HYD.
561102,MIN.ENS.SUP.RECH.SC.TECH. INSTITUT SUPERIEUR BIOTECHNOLOGIE,ADMINISTRATION, INSTITUT SUPERIEUR BIOTECHNOLOGIE,MIN.ENS.SUP.RECH.SC.
561112,MIN.AGRIC.ENV.RESS.HYD.SCE.AMENAGEMENT LAC TUNIS,ADMINISTRATION,SCE.AMENAGEMENT LAC TUNIS,MIN.AGRIC.ENV.RESS.HYD.
561122,MIN.AGRIC.ENV.RESS.HYD.S/D ARROND.GRAND TVX.,ADMINISTRATION,S/D ARROND.GRAND TVX.,MIN.AGRIC.ENV.RESS.HYD.
561132,MIN.AGRIC.ENV.RESS.HYD.DIR.GENIE RURAL,ADMINISTRATION,DIR.GENIE RURAL,MIN.AGRIC.ENV.RESS.HYD.
561142,MIN.AFF.FEM.FAM.ENF. CENTRE INTEGRE JEUN.ENF.,ADMINISTRATION,CENTRE INTEGRE JEUN.ENF.,MIN.AFF.FEM.FAM.ENF.
561151,MIN.AGRIC.ENV.RESS.HYD.DIRECTION DE PRODUCTION AGRICOLE,ADMINISTRATION,DIRECTION DE PRODUCTION AGRICOLE,MIN.AGRIC.ENV.RESS.HYD.
561162,MIN.ENS.SUP.RECH.SC.TECH. ECOLE SUP.D'AUDIO-VISUELLE ET CINEMA,ADMINISTRATION, ECOLE SUP.D'AUDIO-VISUELLE ET CINEMA,MIN.ENS.SUP.RECH.SC.
561172,MIN.AGRIC.ENV.RESS.HYD.AFF.FONC.LEGISLATION,ADMINISTRATION,AFF.FONC.LEGISLATION,MIN.AGRIC.ENV.RESS.HYD.
561182,MIN.AGRIC.ENV.RESS.HYD.DIRECTION GLE.DE LA PECHE ET DE L'AQUACULTU,ADMINISTRATION,DIRECTION GLE.DE LA PECHE ET DE L'AQUACULTU,MIN.AGRIC.ENV.RESS.HYD.
561192,MIN.ENS.SUP.RECH.SC.TECH. RESTAURANT UNIV.HOUCINE EL JAZIRI,ADMINISTRATION, RESTAURANT UNIV.HOUCINE EL JAZIRI,MIN.ENS.SUP.RECH.SC.
561202,MIN.AGRIC.RESS.HYD.      INST.NAT. DES SC.ET TECHNOLOGIES DE MER.,ADMINISTRATION,MIN.AGRIC.RESS.HYD.      INST.NAT. DES SC.ET TECHNOLOGIES DE MER.,MIN.AGRIC.ENV.RESS.HYD.
561212,MIN.AGRIC.ENV.RESS.HYD.DIRECTIONS DES FORETS,ADMINISTRATION,DIRECTIONS DES FORETS,MIN.AGRIC.ENV.RESS.HYD.
561222,MIN.AGRIC.ENV.RESS.HYD.C.R.D.A DE NABEUL,ADMINISTRATION,C.R.D.A. DE NABEUL,MIN.AGRIC.ENV.RESS.HYD.
561232,MIN.INTER.DEV.LOC.COMMUNE SIDI HSINE,ADMINISTRATION,COMMUNE SIDI HSINE,MIN.INTER.DEV.LOC.
561242,MIN.AGRIC.ENV.RESS.HYD.OFFICE DES CEREALES,ADMINISTRATION,OFFICE DES CEREALES,MIN.AGRIC.ENV.RESS.HYD.
561252,MIN.AGRIC.ENV.RESS.HYD. INST.NAT.DE RECH.EN GENIE RURAL EAUX ET FO,ADMINISTRATION, INST.NAT.DE RECH.EN GENIE RURAL EAUX ET FO,MIN.AGRIC.ENV.RESS.HYD.
561262,MIN.EDUC.FORM. CENTRE REG.EDUC.FORM.CONTINUE,ADMINISTRATION,CENTRE REG.EDUC.FORM.CONTINUE,MIN.EDUC.
561272,MIN.ENS.SUP.RECH.SC.TECH. ECOLE SUP.DE COMMERCE ELECTRONIQUE,ADMINISTRATION, ECOLE SUP.DE COMMERCE ELECTRONIQUE,MIN.ENS.SUP.RECH.SC.
561282,MIN.JEUN.SPORTS EDUC.PHYS. CENTRE NAT.FORM.RECYC.CADRES JEUN.SPORTS ED,ADMINISTRATION,CENTRE NAT.FORM.RECYC.CADRES JEUN.SPORTS ED,MIN.JEUN.SPORTS EDUC.PHYS.
561292,MIN.AGRIC.ENV.RESS.HYD.ECOLE SUPERIEURE D'AGRICULTURE DE MOGRANE,ADMINISTRATION,ECOLE SUPERIEURE D'AGRICULTURE DE MOGRANE,MIN.AGRIC.ENV.RESS.HYD.
561302,MIN.AGRIC.ENV.RESS.HYD.INSTITUT NATIONAL AGRONOMIQUE DE TUNISIE,ADMINISTRATION,INSTITUT NATIONAL AGRONOMIQUE DE TUNISIE,MIN.AGRIC.ENV.RESS.HYD.
561312,MIN.AFF.FEM.FAM.ENF.CENTRE INTEGRE JEUN.ENF.,ADMINISTRATION,CENTRE INTEGRE JEUN.ENF.,MIN.AFF.FEM.FAM.ENF.
561322,MIN.ENS.SUP.RECH.SC.TECH.CENTRE RECH.TECHNOL.DES EAUX,ADMINISTRATION,CENTRE RECH.TECHNOL.DES EAUX,MIN.ENS.SUP.RECH.SC.
561332,MIN.AGRIC.ENV.RESS.HYD.LYCEE SECT.DE F.P.A. EN AGRUMICULTURE ET VI,ADMINISTRATION,LYCEE SECT.DE F.P.A. EN AGRUMICULTURE ET VI,MIN.AGRIC.ENV.RESS.HYD.
561342,MIN.ENS.SUP.RECH.SC.TECH.CENTRE DE BIOTECH.AU POLE TECH.BORJ CEDRIA,ADMINISTRATION,CENTRE DE BIOTECH.AU POLE TECH.BORJ CEDRIA,MIN.ENS.SUP.RECH.SC.
561352,MIN.ENS.SUP.RECH.SC.TECH.CITE UNIVERSITAIRE DE KORBA,ADMINISTRATION,CITE UNIVERSITAIRE DE KORBA,MIN.ENS.SUP.RECH.SC.
561362,MIN.AGRIC.ENV.RESS.HYD.CENTRE SECTORIEL DE FORM.PROF.EN MECANIQUE,ADMINISTRATION,CENTRE SECTORIEL DE FORM.PROF.EN MECANIQUE,MIN.AGRIC.ENV.RESS.HYD.
561372,MIN.AGRIC.ENV.RESS.HYD.INSTITUT DE RECHERCHE AGRONOMIQUE DE TUNISI,ADMINISTRATION,INSTITUT DE RECHERCHE AGRONOMIQUE DE TUNISIE,MIN.AGRIC.ENV.RESS.HYD.
561382,MIN.SPORTS MAISON DES JEUNES KORBA,ADMINISTRATION,MAISON DES JEUNES KORBA,MIN.JEUN.SPORTS EDUC.PHYS.
561392,MIN.EDUC.FORM.CENTRE SECTORIEL DE FOR PROFESS AGRICOLE EN,ADMINISTRATION,CENTRE SECTORIEL DE FOR PROFESS AGRICOLE EN,MIN.EDUC.
561402,MIN.INTER.DEV.LOC.OBSERVATOIR NAT.INFORM.FORM.DOC.ETU.SECUR.ROUT.,ADMINISTRATION,OBSERVATOIR NAT.INFORM.FORM.DOC.ETU.SECUR.ROUT.,MIN.INTER.DEV.LOC.
561412,MIN.AGRIC.ENV.RESS.HYD.DIVISION DES SOLS,ADMINISTRATION,DIVISION DES SOLS,MIN.AGRIC.ENV.RESS.HYD.
561422,MIN.ENS.SUP.RECH.SC.TECH.INSTITUT SUP.ETUDES APPL.EN HUMANITES,ADMINISTRATION,INSTITUT SUP.ETUDES APPL.EN HUMANITES,MIN.ENS.SUP.RECH.SC.
561432,MIN.AGRIC.ENV.RESS.HYD. POLE REG.DE RECH.ET DEV.AGRIC.DU N.E.,ADMINISTRATION,POLE REG.DE RECH.ET DEV.AGRIC.DU N.E.,MIN.AGRIC.ENV.RESS.HYD.
561442,MIN.AGRIC.ENV.RESS.HYD.BR.PLAN DEVEL.AGRICOLE,ADMINISTRATION,BR.PLAN DEVEL.AGRICOLE,MIN.AGRIC.ENV.RESS.HYD.
